Date,Rain,R-01_day_avg,R-01_day_std,R-01_day_min,R-01_day_max,R-01_night_avg,R-01_night_std,R-01_night_min,R-01_night_max,R-02_day_avg,R-02_day_std,R-02_day_min,R-02_day_max,R-02_night_avg,R-02_night_std,R-02_night_min,R-02_night_max,R-04_day_avg,R-04_day_std,R-04_day_min,R-04_day_max,R-04_night_avg,R-04_night_std,R-04_night_min,R-04_night_max,R-05_day_avg,R-05_day_std,R-05_day_min,R-05_day_max,R-05_night_avg,R-05_night_std,R-05_night_min,R-05_night_max,R-06_day_avg,R-06_day_std,R-06_day_min,R-06_day_max,R-06_night_avg,R-06_night_std,R-06_night_min,R-06_night_max,R-07_day_avg,R-07_day_std,R-07_day_min,R-07_day_max,R-07_night_avg,R-07_night_std,R-07_night_min,R-07_night_max,R-08_day_avg,R-08_day_std,R-08_day_min,R-08_day_max,R-08_night_avg,R-08_night_std,R-08_night_min,R-08_night_max,R-09_day_avg,R-09_day_std,R-09_day_min,R-09_day_max,R-09_night_avg,R-09_night_std,R-09_night_min,R-09_night_max,R-10_day_avg,R-10_day_std,R-10_day_min,R-10_day_max,R-10_night_avg,R-10_night_std,R-10_night_min,R-10_night_max,R-11_day_avg,R-11_day_std,R-11_day_min,R-11_day_max,R-11_night_avg,R-11_night_std,R-11_night_min,R-11_night_max,R-12_day_avg,R-12_day_std,R-12_day_min,R-12_day_max,R-12_night_avg,R-12_night_std,R-12_night_min,R-12_night_max,R-14_day_avg,R-14_day_std,R-14_day_min,R-14_day_max,R-14_night_avg,R-14_night_std,R-14_night_min,R-14_night_max,R-15_day_avg,R-15_day_std,R-15_day_min,R-15_day_max,R-15_night_avg,R-15_night_std,R-15_night_min,R-15_night_max,R-16_day_avg,R-16_day_std,R-16_day_min,R-16_day_max,R-16_night_avg,R-16_night_std,R-16_night_min,R-16_night_max,R-17_day_avg,R-17_day_std,R-17_day_min,R-17_day_max,R-17_night_avg,R-17_night_std,R-17_night_min,R-17_night_max,R-20_day_avg,R-20_day_std,R-20_day_min,R-20_day_max,R-20_night_avg,R-20_night_std,R-20_night_min,R-20_night_max,U-03_day_avg,U-03_day_std,U-03_day_min,U-03_day_max,U-03_night_avg,U-03_night_std,U-03_night_min,U-03_night_max,U-04_day_avg,U-04_day_std,U-04_day_min,U-04_day_max,U-04_night_avg,U-04_night_std,U-04_night_min,U-04_night_max,U-05_day_avg,U-05_day_std,U-05_day_min,U-05_day_max,U-05_night_avg,U-05_night_std,U-05_night_min,U-05_night_max,U-08_day_avg,U-08_day_std,U-08_day_min,U-08_day_max,U-08_night_avg,U-08_night_std,U-08_night_min,U-08_night_max,U-09_day_avg,U-09_day_std,U-09_day_min,U-09_day_max,U-09_night_avg,U-09_night_std,U-09_night_min,U-09_night_max,U-11_day_avg,U-11_day_std,U-11_day_min,U-11_day_max,U-11_night_avg,U-11_night_std,U-11_night_min,U-11_night_max,U-12_day_avg,U-12_day_std,U-12_day_min,U-12_day_max,U-12_night_avg,U-12_night_std,U-12_night_min,U-12_night_max,U-13_day_avg,U-13_day_std,U-13_day_min,U-13_day_max,U-13_night_avg,U-13_night_std,U-13_night_min,U-13_night_max,U-14_day_avg,U-14_day_std,U-14_day_min,U-14_day_max,U-14_night_avg,U-14_night_std,U-14_night_min,U-14_night_max,U-15_day_avg,U-15_day_std,U-15_day_min,U-15_day_max,U-15_night_avg,U-15_night_std,U-15_night_min,U-15_night_max,U-16_day_avg,U-16_day_std,U-16_day_min,U-16_day_max,U-16_night_avg,U-16_night_std,U-16_night_min,U-16_night_max,U-17_day_avg,U-17_day_std,U-17_day_min,U-17_day_max,U-17_night_avg,U-17_night_std,U-17_night_min,U-17_night_max,U-18_day_avg,U-18_day_std,U-18_day_min,U-18_day_max,U-18_night_avg,U-18_night_std,U-18_night_min,U-18_night_max,U-19_day_avg,U-19_day_std,U-19_day_min,U-19_day_max,U-19_night_avg,U-19_night_std,U-19_night_min,U-19_night_max,U-20_day_avg,U-20_day_std,U-20_day_min,U-20_day_max,U-20_night_avg,U-20_night_std,U-20_night_min,U-20_night_max,U-21_day_avg,U-21_day_std,U-21_day_min,U-21_day_max,U-21_night_avg,U-21_night_std,U-21_night_min,U-21_night_max,U-22_day_avg,U-22_day_std,U-22_day_min,U-22_day_max,U-22_night_avg,U-22_night_std,U-22_night_min,U-22_night_max,U-23_day_avg,U-23_day_std,U-23_day_min,U-23_day_max,U-23_night_avg,U-23_night_std,U-23_night_min,U-23_night_max,U-25_day_avg,U-25_day_std,U-25_day_min,U-25_day_max,U-25_night_avg,U-25_night_std,U-25_night_min,U-25_night_max,U-26_day_avg,U-26_day_std,U-26_day_min,U-26_day_max,U-26_night_avg,U-26_night_std,U-26_night_min,U-26_night_max,U-28_day_avg,U-28_day_std,U-28_day_min,U-28_day_max,U-28_night_avg,U-28_night_std,U-28_night_min,U-28_night_max,U-29_day_avg,U-29_day_std,U-29_day_min,U-29_day_max,U-29_night_avg,U-29_night_std,U-29_night_min,U-29_night_max,U-31_day_avg,U-31_day_std,U-31_day_min,U-31_day_max,U-31_night_avg,U-31_night_std,U-31_night_min,U-31_night_max,U-32_day_avg,U-32_day_std,U-32_day_min,U-32_day_max,U-32_night_avg,U-32_night_std,U-32_night_min,U-32_night_max,U-33_day_avg,U-33_day_std,U-33_day_min,U-33_day_max,U-33_night_avg,U-33_night_std,U-33_night_min,U-33_night_max,U-34_day_avg,U-34_day_std,U-34_day_min,U-34_day_max,U-34_night_avg,U-34_night_std,U-34_night_min,U-34_night_max,U-36_day_avg,U-36_day_std,U-36_day_min,U-36_day_max,U-36_night_avg,U-36_night_std,U-36_night_min,U-36_night_max,U-37_day_avg,U-37_day_std,U-37_day_min,U-37_day_max,U-37_night_avg,U-37_night_std,U-37_night_min,U-37_night_max,U-38_day_avg,U-38_day_std,U-38_day_min,U-38_day_max,U-38_night_avg,U-38_night_std,U-38_night_min,U-38_night_max
2024-06-04,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1444808743169403,0.43984119341627076,0.0200000000000031,2.640000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.500926756352765,0.5822357224983237,-1.0133333333333283,2.9800000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.535402298850574,0.23692869072946438,1.6699999999999946,2.8999999999999986,,,,,3.223372093023255,0.3008378253691234,1.9933333333333323,3.5100000000000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.987948717948718,4.05821923270348,-6.0,6.100000000000001,2.108484848484849,1.4075996771312203,-0.4883333333333333,5.799999999999997,,,,,,,,,5.023039215686274,0.3931230114343748,4.200000000000003,5.483333333333334,2.539333333333333,1.1644389944017626,1.1733333333333391,5.506666666666668,,,,,,,,,1.2024358974358977,3.298676356259476,-3.799999999999997,6.939999999999998,2.688636363636364,0.8302368829629144,1.211666666666666,5.446666666666665,,,,,,,,,,,,,,,,,,,,,,,,,1.116410256410257,6.48750666246628,-7.053333333333335,12.866666666666667,3.999545454545454,3.5815738530710304,0.0116666666666667,12.46,-1.5323076923076921,4.347200092018903,-7.100000000000001,7.633333333333333,3.973939393939394,2.0592870152045393,1.211666666666666,8.206666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.730769230769231,2.8552070993880014,-6.399999999999999,4.466666666666669,2.5833333333333335,1.7611057630600122,-0.9699999999999988,6.07,,,,,,,,,-0.6815384615384619,3.080561299677235,-5.199999999999999,9.266666666666666,3.0045454545454544,2.737922091412073,-1.0700000000000005,9.743333333333332,,,,,,,,,0.3126923076923072,2.8119549279992926,-5.100000000000001,6.866666666666667,3.07530303030303,1.479679076479768,0.3300000000000018,6.826666666666668,,,,,,,,,,,,,,,,,,,,,,,,,0.0949999999999996,4.848488773727357,-4.873333333333335,12.466666666666669,4.66,4.192753863557658,-0.4699999999999988,12.996666666666664,-2.7957692307692312,3.0145175489282123,-7.119999999999997,6.06666666666667,4.340909090909091,2.2694546472009716,0.5300000000000011,7.883333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2292307692307687,3.876069286604181,-7.43333333333333,4.666666666666671,1.9436363636363636,2.2267025715980564,-2.469999999999999,5.476666666666667,,,,,,,,,-0.5716666666666668,4.219101216646581,-6.943333333333335,8.366666666666667,2.608939393939394,2.783707470884238,-2.469999999999999,8.416666666666664,,,,,,,,,0.7476923076923074,3.1895182198695986,-4.633333333333333,6.033333333333331,2.3415151515151513,1.579153942178112,-0.8699999999999974,5.823333333333331,,,,,,,,,,,,,,,,,,,,,,,,,0.6021794871794875,7.606828599536416,-9.239999999999998,16.46666666666667,4.329090909090909,4.7643985922176,-2.669999999999998,16.299999999999997,-2.9512820512820515,4.301872570301984,-8.290000000000003,6.966666666666669,3.977424242424242,2.2040116124492957,-1.0700000000000005,7.600000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1696153846153847,3.9771076393460696,-7.366666666666667,4.75,2.1789393939393933,2.208624700648785,-1.576666666666668,6.130000000000003,3.3826291079812214,1.365376759213172,-2.200000000000003,4.950000000000003,3.3676666666666666,1.1870975505721961,2.0900000000000034,5.359999999999999,-0.4732051282051281,4.357383695116735,-6.600000000000001,6.75,2.712727272727272,2.440391966872955,-1.576666666666668,7.664999999999999,,,,,,,,,0.08794871794871842,2.853597197896322,-4.5,4.550000000000004,2.4772727272727266,1.6825757806088426,-0.4766666666666665,5.899999999999999,,,,,,,,,,,,,,,,,,,,,,,,,0.6420512820512823,7.457973125330069,-9.739999999999998,11.550000000000004,3.690757575757575,4.21465778699671,-1.8766666666666647,12.015,-2.8179487179487173,4.6494677714674495,-9.240000000000002,6.850000000000001,3.812878787878787,2.7750545729360176,-0.8766666666666652,8.064999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.130320512820513,4.156253277969564,-8.836666666666666,4.899999999999999,1.4910606060606055,1.4468314217877285,-1.0699999999999967,5.82,-0.8162179487179485,3.200473001532509,-6.473333333333329,4.664999999999999,1.2975757575757574,1.4248381125914216,-1.2100000000000009,5.299999999999997,-1.6887820512820513,4.139085182723528,-7.916666666666668,5.800000000000004,2.06530303030303,1.9132930197667997,-0.769999999999996,7.299999999999997,,,,,,,,,-0.5748076923076926,2.76134827324926,-4.766666666666666,5.399999999999999,2.157424242424242,1.426928325559409,-0.8400000000000034,4.859999999999999,,,,,,,,,,,,,,,,,,,,,,,,,-0.3794230769230761,6.63237123705686,-9.9,9.864999999999997,3.3425757575757573,2.8844113869587873,-0.5700000000000003,11.099999999999994,-3.680705128205128,4.205759159405101,-10.42166666666666,3.0700000000000003,3.624242424242424,1.4613658168764474,0.5399999999999991,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.150833333333334,2.575195552118375,-11.1,-0.7999999999999972,-0.17121212121212134,0.9346480527016725,-2.0,1.7999999999999972,-0.17737179487179475,3.746412333353621,-5.800000000000004,6.550000000000004,1.0960606060606062,1.7701809997588482,-1.5999999999999943,5.799999999999997,-1.0557051282051282,4.780559456556777,-7.450000000000003,7.866666666666674,1.959393939393939,2.0541583601487114,-1.0,7.43333333333333,,,,,,,,,0.125705128205128,3.4906113303619635,-5.024999999999999,6.049999999999997,1.7731818181818182,1.4151408286584626,-0.8049999999999997,4.799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,-0.10442307692307698,6.94944874686088,-9.533333333333331,13.25,2.8707575757575756,3.2341603187863757,-0.8049999999999997,10.81666666666667,-2.7860897435897436,4.96583923652256,-11.126666666666658,6.450000000000003,3.0881818181818184,2.0337575062611424,0.1000000000000014,6.924999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3671794871794867,3.38740202255272,-7.850000000000001,3.5,1.4843939393939392,1.6754012808056291,-2.299999999999997,3.7933333333333294,0.3882051282051284,3.744219219227677,-4.600000000000001,6.68666666666666,2.4243939393939398,1.307677343007277,0.5066666666666713,5.736666666666672,-0.2789743589743591,4.729939602458134,-5.86333333333333,8.0,2.914090909090909,1.7305902719630373,0.4066666666666698,7.436666666666667,,,,,,,,,0.6061538461538463,2.9949082367300717,-3.479999999999997,5.68666666666666,2.68969696969697,0.8847121309419741,1.2000000000000028,5.336666666666666,,,,,,,,,,,,,,,,,-2.3914102564102566,3.5456587114341853,-7.670000000000002,2.7666666666666657,3.021335504885993,0.49795686310730625,1.5,3.8800000000000026,1.465641025641026,7.4639167669417805,-7.960000000000008,13.199999999999996,3.93378787878788,3.629064196449779,0.5,12.728333333333332,-1.8605128205128205,4.717554362515904,-8.339999999999996,7.866666666666667,3.967727272727273,2.1519894227199483,1.1666666666666714,8.184999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2387179487179485,3.291621885084278,-6.700000000000003,4.600000000000001,1.8338636363636363,2.6852234670895903,-3.5,5.299999999999997,1.1019230769230766,3.416336167332547,-3.700000000000003,6.174999999999997,1.9715909090909092,1.2126760321618395,0.4083333333333314,5.400000000000006,-0.19141025641025605,3.4769819856029343,-4.56666666666667,6.350000000000001,2.3420454545454548,1.6411621085539485,0.2083333333333357,6.32,,,,,,,,,1.456538461538462,2.413722370474887,-2.520000000000003,5.725000000000001,2.4762878787878786,0.7399704134182148,1.2099999999999935,4.539999999999999,,,,,,,,,,,,,,,,,-2.205769230769231,2.2272881944015532,-5.059999999999995,2.0,2.178712121212121,0.3537698074590017,1.3233333333333306,2.799999999999997,1.6248717948717957,6.181824596299356,-6.93333333333333,11.766666666666673,3.250227272727273,2.957850746597462,0.2083333333333357,10.54,-1.525641025641025,3.6012035444265478,-6.109999999999999,5.783333333333331,3.534318181818182,1.6224761726479626,1.5083333333333329,6.780000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0212820512820504,2.3724105075326625,-6.100000000000001,1.3999999999999986,1.4824999999999995,1.518202051239045,-1.3799999999999957,3.753333333333334,1.6212820512820518,4.462993894269938,-4.200000000000003,8.403333333333329,2.4911363636363633,1.7495608514942673,-0.7633333333333283,6.713333333333338,0.34358974358974387,4.530098018016833,-4.966666666666669,8.298333333333332,2.7314393939393935,1.759122425674666,-0.663333333333334,7.233333333333334,,,,,,,,,1.5456410256410256,3.2459176409043344,-2.7333333333333343,7.344999999999999,2.7888636363636365,1.069857201950528,0.4366666666666674,4.700000000000003,,,,,,,,,,,,,,,,,-1.298974358974358,2.866381530320405,-5.4083333333333385,3.3666666666666742,2.8437121212121212,0.6804062675171558,1.0366666666666688,3.979999999999997,1.955,6.854822156130945,-7.233333333333331,12.36,3.5358333333333327,3.073372051809166,-0.7633333333333283,11.60666666666667,-1.003205128205128,4.617153965168471,-6.958333333333336,7.950000000000003,3.6420454545454546,1.904256003964235,0.336666666666666,7.899999999999999,,,,,3.1602014652014665,0.9532525283261898,-0.4799999999999969,4.1200000000000045,,,,,3.234651162790698,0.6997863874012525,0.0799999999999983,3.800000000000004,,,,,4.041340782122906,1.7770324657877121,-1.2833333333333314,6.446666666666665,,,,,2.7090909090909103,0.7506795441012044,-0.8000000000000043,3.3799999999999955,,,,,1.99457593688363,0.7751816443042223,-1.9166666666666716,2.8200000000000074,,,,,1.8437500000000007,0.7441842769739484,-1.7333333333333272,2.520000000000003,,,,,3.234560327198364,0.9298479127714864,-1.1166666666666671,4.000000000000007,,,,,,,,,,,,,1.913095238095239,0.8295377490524091,-1.6999999999999955,2.720000000000006,,,,,,,,,,,,,2.87837837837838,0.4851236699153105,1.2199999999999989,3.2333333333333343,,,,,2.609426229508198,0.6928202822873706,-0.0333333333333314,3.2233333333333363,,,,,2.6855072463768117,0.5042897114757668,0.5200000000000031,3.043333333333337,,,,,2.4812643678160926,0.7562544836073112,-0.8166666666666629,3.240000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
